from_city,to_city,bus_name,bus_number,departure_time,arrival_time,duration,type,price,available_seats,total_seats,rating,features,starting_point,women_special
Cuddalore,Tirunelveli,TNSTC Non-AC Seater,TN-16-TB-8609,18:45,03:29,8h 44m,Non-AC Sleeper,799,45,50,5.0,-,Cuddalore,No
Kumbakonam,Kanyakumari,Vivegam Travels Non-AC Sleeper,TN-70-DE-2050,23:45,06:00,6h 15m,AC Sleeper,897,15,40,3.9,-,Kumbakonam,Yes
Thanjavur,Pudukkottai,TNSTC Non-AC Seater,TN-21-TF-5657,19:00,05:08,10h 8m,AC Sleeper,408,35,40,3.9,-,Thanjavur,No
Vellore,Chennai,ABT Travels Non-AC Sleeper,TN-65-IL-2699,20:00,23:32,3h 32m,Non-AC Sleeper,621,39,44,4.8,-,Vellore,Yes
Salem,Tirunelveli,SETC Non-AC Seater,TN-63-IN-9789,19:45,04:55,9h 10m,Non-AC Sleeper,497,9,44,4.1,-,Salem,No
Kumbakonam,Pudukkottai,TNSTC Non-AC Seater,TN-38-WS-5619,17:00,04:19,11h 19m,Non-AC Sleeper,306,29,50,4.2,-,Chennai,Yes
Thanjavur,Tirunelveli,TNSTC Non-AC Sleeper,TN-74-YI-8723,20:15,23:29,3h 14m,Non-AC Sleeper,441,29,30,4.5,-,Thanjavur,Yes
Dindigul,Vellore,Vivegam Travels AC Sleeper,TN-83-SV-8175,23:30,08:46,9h 16m,Non-AC Seater,297,18,30,4.1,Charging Port,Dindigul,No
Erode,Hosur,SETC Non-AC Seater,TN-43-UO-6913,22:15,02:07,3h 52m,Non-AC Sleeper,433,29,40,4.2,-,Erode,Yes
Erode,Dindigul,SETC Non-AC Sleeper,TN-92-UO-2396,20:00,04:02,8h 2m,Non-AC Seater,743,7,30,4.4,-,Erode,No
Madurai,Dindigul,SETC Non-AC Sleeper,TN-90-AQ-1536,17:00,02:37,9h 37m,Non-AC Sleeper,746,17,30,3.9,-,Madurai,No
Vellore,Ramanathapuram,Parveen Travels Non-AC Sleeper,TN-57-OP-1586,21:00,04:49,7h 49m,AC Seater,766,12,50,4.0,WiFi,Vellore,No
Ramanathapuram,Coimbatore,SETC Non-AC Sleeper,TN-99-PN-7884,22:15,03:05,4h 50m,Non-AC Seater,150,32,36,4.7,-,Ramanathapuram,No
Thanjavur,Ramanathapuram,TNSTC Non-AC Seater,TN-48-FB-6740,20:00,05:11,9h 11m,Non-AC Sleeper,459,37,44,4.6,-,Thanjavur,Yes
Tirunelveli,Tuticorin,Parveen Travels Non-AC Sleeper,TN-88-MT-6658,21:15,23:29,2h 14m,Non-AC Seater,901,6,50,5.0,-,Tirunelveli,No
Chennai,Pudukkottai,TNSTC Non-AC Seater,TN-05-FY-5015,22:15,05:42,7h 27m,AC Sleeper,582,33,40,4.7,-,Chennai,No
Karur,Kanyakumari,SETC Non-AC Seater,TN-78-OV-6870,17:45,22:28,4h 43m,AC Sleeper,177,24,30,4.4,-,Salem,No
Tuticorin,Madurai,SETC Non-AC Seater,TN-77-OH-2927,21:45,02:18,4h 33m,AC Seater,455,44,44,3.9,-,Erode,Yes
Chennai,Dindigul,SETC Non-AC Sleeper,TN-86-GN-2395,17:30,02:14,8h 44m,Non-AC Seater,366,24,44,3.8,-,Chennai,No
Pudukkottai,Chennai,TNSTC AC Seater,TN-32-PT-2841,19:45,02:02,6h 17m,AC Seater,715,25,40,3.8,-,Tuticorin,Yes
Theni,Karur,ABT Travels Non-AC Sleeper,TN-42-HY-5032,21:00,07:15,10h 15m,AC Seater,1464,17,30,3.5,-,Theni,No
Coimbatore,Cuddalore,SETC Non-AC Sleeper,TN-29-NV-3439,22:45,05:06,6h 21m,Non-AC Seater,340,30,40,3.8,-,Theni,Yes
Tirunelveli,Ramanathapuram,ABT Travels AC Seater,TN-93-UY-1815,20:15,01:17,5h 2m,AC Sleeper,1111,21,50,4.2,WiFi,Pudukkottai,No
Madurai,Nagercoil,TNSTC Non-AC Seater,TN-83-YD-6374,23:00,10:18,11h 18m,AC Sleeper,418,28,40,4.4,-,Madurai,No
Karur,Coimbatore,Parveen Travels Non-AC Sleeper,TN-18-AJ-5091,22:15,04:16,6h 1m,AC Seater,1420,9,36,4.4,Water Bottle,Karur,No
Tuticorin,Chennai,TNSTC Non-AC Sleeper,TN-14-UW-0934,18:00,05:38,11h 38m,Non-AC Sleeper,726,10,36,4.9,-,Tuticorin,No
Theni,Chennai,SETC AC Seater,TN-65-SM-9100,22:00,01:06,3h 6m,Non-AC Sleeper,586,17,30,3.8,-,Theni,Yes
Salem,Tirunelveli,Parveen Travels Non-AC Sleeper,TN-19-FH-7311,17:30,21:52,4h 22m,AC Seater,1015,13,30,3.6,WiFi,Salem,Yes
Tuticorin,Madurai,SRM Travels Non-AC Seater,TN-31-BZ-0516,23:30,05:31,6h 1m,AC Seater,278,33,36,5.0,-,Chennai,No
Ramanathapuram,Nagercoil,TNSTC AC Sleeper,TN-51-XD-3375,22:15,02:54,4h 39m,AC Seater,306,20,40,4.7,-,Ramanathapuram,No
Kumbakonam,Vellore,SRS Travels AC Seater,TN-78-WY-8829,19:00,21:47,2h 47m,AC Seater,1236,5,36,3.6,Blanket,Kumbakonam,No
Salem,Vellore,SRM Travels AC Sleeper,TN-22-PA-3470,17:30,02:20,8h 50m,AC Seater,543,10,44,4.1,Charging Port,Salem,No
Cuddalore,Pudukkottai,KPN Travels Non-AC Seater,TN-40-UQ-0787,17:45,01:27,7h 42m,AC Seater,667,21,30,5.0,USB,Cuddalore,Yes
Theni,Chennai,SRS Travels Non-AC Seater,TN-45-HT-0737,18:30,04:50,10h 20m,Non-AC Seater,1390,38,44,3.9,Charging Port,Theni,No
Kumbakonam,Ramanathapuram,Parveen Travels Non-AC Sleeper,TN-70-BI-0590,23:00,05:27,6h 27m,AC Seater,390,45,50,4.0,WiFi,Kumbakonam,Yes
Cuddalore,Ramanathapuram,Parveen Travels AC Seater,TN-16-HC-7239,18:30,20:58,2h 28m,Non-AC Seater,1242,30,40,4.1,Blanket,Cuddalore,Yes
Ramanathapuram,Pudukkottai,SETC Non-AC Seater,TN-74-DF-0877,23:00,04:12,5h 12m,Non-AC Sleeper,516,8,44,3.7,-,Karur,No
Madurai,Vellore,Vivegam Travels AC Seater,TN-68-CE-2653,22:30,00:46,2h 16m,Non-AC Sleeper,699,10,36,4.0,-,Madurai,No
Kumbakonam,Karur,TNSTC AC Sleeper,TN-16-QA-4254,21:00,07:32,10h 32m,Non-AC Sleeper,378,22,30,4.4,-,Kumbakonam,Yes
Dindigul,Trichy,TNSTC AC Seater,TN-14-RF-0247,21:15,07:45,10h 30m,AC Seater,363,16,50,4.6,-,Dindigul,Yes
Vellore,Thanjavur,Parveen Travels AC Sleeper,TN-49-GF-8162,20:45,02:46,6h 1m,AC Sleeper,1183,22,30,4.8,WiFi,Kanyakumari,No
Dindigul,Madurai,SRS Travels Non-AC Seater,TN-91-PT-6342,19:30,02:39,7h 9m,AC Seater,648,20,36,4.2,USB,Dindigul,No
Tuticorin,Nagercoil,SETC Non-AC Sleeper,TN-05-RH-7525,17:00,04:11,11h 11m,Non-AC Sleeper,324,11,30,4.4,-,Tuticorin,Yes
Ramanathapuram,Madurai,KPN Travels AC Sleeper,TN-89-SO-8547,19:00,00:44,5h 44m,Non-AC Sleeper,287,6,44,4.0,Blanket,Thanjavur,No
Dindigul,Kanyakumari,Parveen Travels Non-AC Seater,TN-26-HI-3653,17:30,00:03,6h 33m,AC Sleeper,226,14,36,3.9,Charging Port,Dindigul,Yes
Kanyakumari,Thanjavur,Vivegam Travels Non-AC Seater,TN-44-BA-7063,17:00,19:07,2h 7m,AC Sleeper,357,26,30,3.8,-,Kanyakumari,Yes
Kanyakumari,Pudukkottai,TNSTC Non-AC Seater,TN-78-JJ-3499,19:00,21:27,2h 27m,AC Sleeper,456,14,30,4.2,-,Cuddalore,No
Nagercoil,Theni,SETC AC Seater,TN-58-TS-5853,21:15,04:02,6h 47m,Non-AC Sleeper,800,26,30,4.8,-,Nagercoil,Yes
Kumbakonam,Madurai,ABT Travels AC Seater,TN-02-OM-6055,19:00,06:14,11h 14m,Non-AC Seater,937,41,44,3.6,Blanket,Karur,No
Tirunelveli,Theni,ABT Travels Non-AC Seater,TN-90-QF-7605,21:45,09:24,11h 39m,Non-AC Seater,1164,13,50,4.3,Blanket,Tirunelveli,No
Karur,Nagercoil,TNSTC AC Seater,TN-49-BV-7330,21:00,03:49,6h 49m,AC Seater,258,31,36,4.5,-,Karur,No
Tirunelveli,Coimbatore,KPN Travels Non-AC Seater,TN-54-NP-3398,17:45,04:59,11h 14m,Non-AC Sleeper,407,15,40,3.9,Water Bottle,Kanyakumari,No
Hosur,Nagercoil,TNSTC Non-AC Seater,TN-67-HD-2755,19:45,02:01,6h 16m,Non-AC Sleeper,440,30,30,4.0,-,Hosur,No
Hosur,Kanyakumari,SRM Travels Non-AC Seater,TN-45-BV-4558,20:30,08:14,11h 44m,Non-AC Sleeper,659,15,40,3.9,-,Hosur,Yes
Kanyakumari,Dindigul,SRS Travels Non-AC Seater,TN-51-RI-5361,22:30,01:50,3h 20m,AC Seater,1431,10,50,4.4,-,Kanyakumari,No
Hosur,Trichy,ABT Travels AC Seater,TN-68-SS-0485,17:00,01:37,8h 37m,AC Seater,509,7,30,4.8,Charging Port,Hosur,Yes
Pudukkottai,Dindigul,SETC AC Seater,TN-12-FE-2166,18:45,00:46,6h 1m,AC Sleeper,303,35,36,3.6,-,Pudukkottai,No
Trichy,Pudukkottai,TNSTC Non-AC Sleeper,TN-62-CP-1604,23:30,08:18,8h 48m,Non-AC Seater,362,26,40,4.9,-,Trichy,No
Chennai,Thanjavur,ABT Travels AC Seater,TN-96-AL-8441,23:15,04:49,5h 34m,AC Seater,1011,22,30,3.5,Charging Port,Chennai,No
Kumbakonam,Thanjavur,TNSTC Non-AC Sleeper,TN-55-LC-0858,21:45,00:54,3h 9m,Non-AC Seater,541,22,30,3.9,-,Kumbakonam,No
Pudukkottai,Ramanathapuram,TNSTC AC Sleeper,TN-83-RD-0400,21:45,03:16,5h 31m,Non-AC Sleeper,800,32,40,3.9,-,Pudukkottai,Yes
Trichy,Nagercoil,TNSTC AC Seater,TN-50-QL-8097,23:15,06:45,7h 30m,Non-AC Sleeper,445,29,40,4.2,-,Trichy,No
Chennai,Kumbakonam,KPN Travels AC Seater,TN-19-PD-4321,22:30,05:54,7h 24m,Non-AC Seater,304,12,30,4.4,Blanket,Chennai,Yes
Cuddalore,Kanyakumari,SETC AC Sleeper,TN-17-OG-5714,22:15,08:39,10h 24m,AC Sleeper,147,21,30,4.9,-,Cuddalore,Yes
Thanjavur,Vellore,ABT Travels Non-AC Sleeper,TN-55-SZ-8272,22:45,09:45,11h 0m,AC Sleeper,1082,42,50,4.1,-,Thanjavur,Yes
Thanjavur,Salem,TNSTC Non-AC Sleeper,TN-80-WY-0516,20:00,22:45,2h 45m,Non-AC Sleeper,421,32,44,3.6,-,Thanjavur,No
Thanjavur,Tuticorin,SRM Travels Non-AC Seater,TN-27-GJ-4019,23:00,09:35,10h 35m,Non-AC Sleeper,673,37,50,3.8,WiFi,Thanjavur,No
Tuticorin,Theni,TNSTC AC Sleeper,TN-42-UW-4744,21:00,02:49,5h 49m,AC Seater,283,14,36,3.8,-,Coimbatore,Yes
Nagercoil,Trichy,Parveen Travels Non-AC Sleeper,TN-03-TY-5974,21:45,08:00,10h 15m,AC Sleeper,1319,36,50,3.8,Water Bottle,Hosur,Yes
Madurai,Hosur,SRM Travels AC Sleeper,TN-60-YU-9926,17:45,20:08,2h 23m,AC Seater,591,17,30,4.5,Blanket,Madurai,Yes
Hosur,Karur,TNSTC Non-AC Seater,TN-30-MN-1617,19:45,04:10,8h 25m,AC Sleeper,296,34,36,3.8,-,Hosur,No
Cuddalore,Hosur,ABT Travels Non-AC Seater,TN-13-YT-0519,21:00,00:26,3h 26m,Non-AC Sleeper,253,8,50,4.6,WiFi,Cuddalore,Yes
Cuddalore,Thanjavur,Parveen Travels AC Sleeper,TN-47-ZO-1954,20:45,23:37,2h 52m,AC Sleeper,432,33,50,3.7,Charging Port,Cuddalore,No
Chennai,Pudukkottai,TNSTC AC Seater,TN-21-EY-8915,17:00,04:45,11h 45m,Non-AC Seater,455,9,44,4.4,-,Chennai,Yes
Kumbakonam,Thanjavur,SETC AC Sleeper,TN-37-FS-7802,18:30,03:51,9h 21m,AC Seater,147,11,30,3.6,-,Kumbakonam,No
Tirunelveli,Kanyakumari,SETC Non-AC Seater,TN-07-JA-0657,17:45,23:16,5h 31m,AC Sleeper,489,10,40,3.5,-,Tirunelveli,Yes
Madurai,Chennai,KPN Travels AC Seater,TN-31-MM-3280,19:00,01:56,6h 56m,AC Sleeper,429,11,44,4.8,WiFi,Chennai,No
Karur,Theni,SRM Travels Non-AC Seater,TN-57-DJ-4856,23:15,06:19,7h 4m,Non-AC Sleeper,545,8,30,4.1,WiFi,Karur,No
Kumbakonam,Hosur,TNSTC AC Seater,TN-64-AR-2109,20:15,01:04,4h 49m,AC Seater,200,23,30,3.8,-,Kumbakonam,No
Pudukkottai,Erode,Vivegam Travels AC Sleeper,TN-34-UW-7334,17:45,20:15,2h 30m,AC Sleeper,240,31,44,4.4,Charging Port,Tuticorin,No
Cuddalore,Kumbakonam,SETC AC Seater,TN-06-KF-9552,17:30,01:12,7h 42m,Non-AC Seater,364,34,40,4.8,-,Cuddalore,Yes
Tuticorin,Tirunelveli,SETC Non-AC Sleeper,TN-78-UI-7626,18:15,02:46,8h 31m,Non-AC Seater,314,33,36,3.7,-,Tuticorin,No
Hosur,Coimbatore,TNSTC Non-AC Seater,TN-37-NG-4580,17:15,00:27,7h 12m,Non-AC Sleeper,468,22,44,4.8,-,Hosur,No
Dindigul,Coimbatore,SETC AC Sleeper,TN-38-GR-9253,23:30,10:22,10h 52m,Non-AC Seater,573,44,50,4.1,-,Pudukkottai,No
Pudukkottai,Dindigul,TNSTC Non-AC Seater,TN-87-KY-0271,18:45,05:48,11h 3m,AC Sleeper,358,21,30,4.8,-,Pudukkottai,No
Hosur,Kumbakonam,TNSTC Non-AC Sleeper,TN-44-SP-6685,17:15,23:55,6h 40m,Non-AC Seater,707,35,50,5.0,-,Hosur,Yes
Salem,Vellore,SETC AC Seater,TN-25-HG-0697,23:15,09:41,10h 26m,AC Seater,318,27,30,5.0,-,Salem,No
Karur,Madurai,Vivegam Travels Non-AC Sleeper,TN-91-PY-5508,17:00,00:10,7h 10m,AC Seater,672,12,30,4.9,Water Bottle,Thanjavur,No
Tuticorin,Madurai,SETC AC Sleeper,TN-40-SR-2218,20:00,23:36,3h 36m,AC Sleeper,675,24,36,4.8,-,Tuticorin,Yes
Hosur,Cuddalore,SETC AC Sleeper,TN-70-LN-5702,22:00,06:07,8h 7m,AC Seater,176,28,30,4.8,-,Hosur,Yes
Coimbatore,Thanjavur,ABT Travels AC Sleeper,TN-60-IF-6610,22:15,08:58,10h 43m,Non-AC Sleeper,904,28,50,4.0,WiFi,Coimbatore,No
Tirunelveli,Erode,TNSTC Non-AC Seater,TN-34-WL-2511,19:00,05:24,10h 24m,Non-AC Sleeper,503,22,36,4.0,-,Tirunelveli,Yes
Coimbatore,Erode,SETC Non-AC Seater,TN-95-IP-7833,20:30,02:08,5h 38m,AC Seater,145,12,40,3.5,-,Coimbatore,No
Trichy,Erode,SRS Travels AC Seater,TN-56-HH-4822,21:45,08:41,10h 56m,AC Sleeper,1375,26,40,3.7,Charging Port,Trichy,No
Ramanathapuram,Thanjavur,Parveen Travels AC Sleeper,TN-71-MF-8205,18:45,03:25,8h 40m,Non-AC Sleeper,1264,22,44,4.7,-,Ramanathapuram,Yes
Theni,Dindigul,SETC Non-AC Seater,TN-41-NH-8175,21:45,04:10,6h 25m,AC Sleeper,336,24,50,3.7,-,Hosur,No
Erode,Pudukkottai,SETC Non-AC Seater,TN-32-TH-1305,20:30,04:25,7h 55m,Non-AC Seater,279,37,44,4.9,-,Chennai,Yes
Karur,Tirunelveli,Vivegam Travels Non-AC Seater,TN-40-FW-3976,22:15,06:50,8h 35m,AC Sleeper,953,21,50,3.8,Water Bottle,Karur,Yes
Karur,Dindigul,SETC Non-AC Sleeper,TN-44-QQ-7515,23:45,07:52,8h 7m,AC Sleeper,154,23,40,4.6,-,Karur,Yes
Tirunelveli,Cuddalore,SETC AC Sleeper,TN-88-IL-2139,19:15,04:19,9h 4m,Non-AC Sleeper,269,29,50,4.2,-,Madurai,No
Madurai,Coimbatore,TNSTC AC Sleeper,TN-24-UI-0861,20:45,07:29,10h 44m,Non-AC Seater,270,44,50,4.7,-,Madurai,No
Vellore,Kumbakonam,Parveen Travels AC Sleeper,TN-81-MP-5065,23:15,01:16,2h 1m,AC Seater,389,31,36,4.2,Blanket,Vellore,Yes
Dindigul,Kanyakumari,SETC AC Sleeper,TN-05-QP-9955,20:45,23:22,2h 37m,Non-AC Seater,509,25,30,4.1,-,Dindigul,No
Vellore,Nagercoil,SRS Travels Non-AC Seater,TN-32-PB-2300,23:15,11:09,11h 54m,AC Sleeper,290,16,30,4.3,WiFi,Vellore,Yes
Erode,Nagercoil,TNSTC Non-AC Seater,TN-48-DU-0221,19:15,03:53,8h 38m,Non-AC Sleeper,462,15,50,3.6,-,Erode,No
Coimbatore,Erode,KPN Travels Non-AC Sleeper,TN-22-EW-6558,18:30,02:05,7h 35m,AC Seater,1424,33,50,3.9,WiFi,Coimbatore,No
Theni,Salem,TNSTC Non-AC Sleeper,TN-37-JX-0479,20:00,06:25,10h 25m,Non-AC Sleeper,677,17,44,3.9,-,Theni,Yes
Karur,Pudukkottai,Parveen Travels Non-AC Sleeper,TN-98-RV-4604,17:15,22:34,5h 19m,Non-AC Seater,250,7,30,4.0,Water Bottle,Karur,Yes
Erode,Theni,SRM Travels Non-AC Sleeper,TN-90-KQ-1357,22:00,08:45,10h 45m,Non-AC Seater,364,18,30,3.8,Charging Port,Erode,Yes
Erode,Cuddalore,SRM Travels AC Sleeper,TN-15-XF-8586,18:45,03:16,8h 31m,Non-AC Sleeper,1497,34,50,3.8,USB,Salem,No
Nagercoil,Madurai,KPN Travels Non-AC Seater,TN-00-JT-2897,20:45,22:58,2h 13m,AC Seater,732,14,44,4.7,-,Madurai,No
Kanyakumari,Trichy,SRS Travels Non-AC Sleeper,TN-25-AJ-7604,18:00,04:14,10h 14m,Non-AC Sleeper,426,12,44,4.6,USB,Kanyakumari,Yes
Nagercoil,Kumbakonam,SETC Non-AC Sleeper,TN-89-YJ-3293,17:30,01:46,8h 16m,AC Sleeper,257,20,50,5.0,-,Nagercoil,Yes
Trichy,Nagercoil,ABT Travels AC Sleeper,TN-76-BC-1153,20:00,07:37,11h 37m,AC Sleeper,838,35,50,4.7,USB,Trichy,Yes
Vellore,Coimbatore,SETC AC Sleeper,TN-12-KL-6000,17:15,20:42,3h 27m,AC Seater,647,32,40,4.9,-,Vellore,No
Nagercoil,Ramanathapuram,TNSTC Non-AC Sleeper,TN-65-BK-5837,18:15,20:51,2h 36m,AC Seater,344,16,36,3.6,-,Nagercoil,No
Pudukkottai,Coimbatore,SRS Travels AC Seater,TN-77-ES-3707,23:45,05:57,6h 12m,AC Sleeper,901,20,40,4.1,USB,Pudukkottai,No
Erode,Kumbakonam,TNSTC Non-AC Sleeper,TN-55-TB-0941,22:30,09:45,11h 15m,AC Seater,239,12,40,3.9,-,Erode,No
Tuticorin,Coimbatore,TNSTC Non-AC Seater,TN-80-QC-1364,22:00,01:09,3h 9m,AC Seater,506,22,50,3.6,-,Tuticorin,No
Kanyakumari,Erode,SETC AC Seater,TN-23-WQ-3505,23:30,06:45,7h 15m,AC Seater,653,34,44,4.6,-,Kanyakumari,Yes
Hosur,Madurai,TNSTC Non-AC Sleeper,TN-25-BC-4674,18:45,03:13,8h 28m,AC Sleeper,442,7,30,4.6,-,Hosur,Yes
Hosur,Erode,TNSTC Non-AC Seater,TN-13-TK-9513,20:30,22:47,2h 17m,AC Sleeper,185,28,30,3.8,-,Pudukkottai,Yes
Erode,Tuticorin,SETC AC Sleeper,TN-67-KM-6726,20:45,05:55,9h 10m,Non-AC Seater,668,28,30,4.7,-,Erode,Yes
Cuddalore,Kanyakumari,SETC Non-AC Seater,TN-76-WO-4994,19:45,01:37,5h 52m,AC Sleeper,573,16,40,4.7,-,Cuddalore,No
Vellore,Erode,ABT Travels AC Sleeper,TN-00-MM-3558,18:00,21:03,3h 3m,AC Seater,605,34,44,3.8,USB,Vellore,No
Tirunelveli,Hosur,Vivegam Travels AC Sleeper,TN-23-YI-6314,23:30,11:19,11h 49m,Non-AC Seater,689,33,36,4.7,Water Bottle,Tirunelveli,Yes
Theni,Kanyakumari,KPN Travels Non-AC Seater,TN-21-RF-7356,21:15,23:17,2h 2m,AC Seater,700,30,36,4.5,-,Theni,No
Dindigul,Vellore,SETC Non-AC Sleeper,TN-63-QI-0762,20:15,01:43,5h 28m,Non-AC Seater,296,37,44,4.1,-,Dindigul,No
Pudukkottai,Kumbakonam,Vivegam Travels AC Seater,TN-36-VK-3505,23:15,10:39,11h 24m,Non-AC Seater,1213,37,40,3.7,-,Pudukkottai,No
Ramanathapuram,Kumbakonam,SETC AC Seater,TN-80-MG-1577,20:30,03:43,7h 13m,AC Sleeper,104,21,50,3.6,-,Ramanathapuram,No
Tuticorin,Chennai,SETC AC Sleeper,TN-96-MU-4881,21:00,03:04,6h 4m,Non-AC Seater,714,15,50,4.2,-,Tuticorin,Yes
Cuddalore,Tuticorin,Vivegam Travels AC Seater,TN-73-MR-7736,17:30,00:31,7h 1m,AC Seater,462,29,44,3.9,-,Erode,No
Trichy,Salem,Parveen Travels AC Seater,TN-54-TB-4358,17:30,03:21,9h 51m,Non-AC Sleeper,1025,16,50,4.3,Blanket,Trichy,No
Tirunelveli,Pudukkottai,SRS Travels Non-AC Seater,TN-63-MO-6121,17:45,22:31,4h 46m,AC Sleeper,705,31,36,4.8,USB,Tirunelveli,Yes
Kanyakumari,Madurai,SETC AC Sleeper,TN-21-CL-0969,17:15,22:39,5h 24m,Non-AC Sleeper,475,11,30,4.4,-,Kanyakumari,Yes
Kumbakonam,Madurai,SRS Travels AC Seater,TN-39-GN-9848,17:45,01:05,7h 20m,Non-AC Seater,929,40,44,3.8,Blanket,Kumbakonam,No
Erode,Coimbatore,Vivegam Travels Non-AC Seater,TN-42-NC-6531,23:45,03:40,3h 55m,Non-AC Sleeper,1429,30,36,5.0,WiFi,Erode,No
Coimbatore,Tuticorin,SRM Travels Non-AC Seater,TN-51-SD-0927,23:30,05:26,5h 56m,AC Sleeper,738,20,36,3.8,Charging Port,Coimbatore,Yes
Vellore,Theni,KPN Travels AC Sleeper,TN-69-HP-3201,21:30,05:32,8h 2m,AC Sleeper,369,36,36,3.7,Water Bottle,Vellore,No
Nagercoil,Pudukkottai,SRM Travels AC Sleeper,TN-61-TZ-8875,22:45,03:29,4h 44m,Non-AC Sleeper,573,28,44,4.4,-,Madurai,Yes
Dindigul,Hosur,SETC AC Seater,TN-12-ES-2018,21:00,06:31,9h 31m,Non-AC Seater,605,14,30,3.7,-,Dindigul,Yes
Thanjavur,Trichy,SETC AC Seater,TN-38-QM-6338,20:15,03:16,7h 1m,Non-AC Seater,759,25,36,3.7,-,Thanjavur,Yes
Kanyakumari,Nagercoil,SETC AC Seater,TN-69-HW-4688,18:30,05:05,10h 35m,AC Seater,800,35,50,5.0,-,Kanyakumari,Yes
Ramanathapuram,Tuticorin,KPN Travels Non-AC Sleeper,TN-99-XW-2125,20:30,08:18,11h 48m,AC Seater,1055,32,36,4.5,Water Bottle,Ramanathapuram,No
Thanjavur,Cuddalore,SETC AC Sleeper,TN-84-SE-1267,17:00,20:26,3h 26m,AC Sleeper,436,12,40,4.8,-,Thanjavur,Yes
Madurai,Hosur,TNSTC AC Seater,TN-88-EC-8685,19:45,07:18,11h 33m,Non-AC Seater,144,34,44,3.9,-,Madurai,Yes
Pudukkottai,Kanyakumari,SETC AC Seater,TN-66-AP-0132,20:15,08:05,11h 50m,AC Seater,121,25,36,3.7,-,Pudukkottai,Yes
Trichy,Hosur,SETC AC Seater,TN-59-VZ-9327,23:45,05:45,6h 0m,Non-AC Sleeper,690,40,40,3.7,-,Trichy,No
Dindigul,Nagercoil,SETC AC Seater,TN-63-AC-5629,20:15,07:39,11h 24m,AC Sleeper,145,14,30,4.5,-,Dindigul,Yes
Ramanathapuram,Thanjavur,Vivegam Travels AC Sleeper,TN-48-JA-7849,18:30,21:32,3h 2m,AC Seater,881,11,30,4.8,USB,Ramanathapuram,Yes
Cuddalore,Pudukkottai,Parveen Travels Non-AC Seater,TN-25-ZY-8673,19:00,04:58,9h 58m,Non-AC Seater,578,5,30,4.7,Charging Port,Cuddalore,No
Chennai,Erode,SETC AC Sleeper,TN-99-NS-6048,23:15,10:29,11h 14m,Non-AC Sleeper,654,23,44,3.7,-,Vellore,Yes
Pudukkottai,Dindigul,SRS Travels Non-AC Seater,TN-20-DZ-7537,22:15,10:03,11h 48m,Non-AC Sleeper,1174,33,36,4.1,WiFi,Pudukkottai,No
Pudukkottai,Tuticorin,SRM Travels Non-AC Seater,TN-77-MY-2934,23:30,01:43,2h 13m,AC Seater,535,16,44,4.2,Blanket,Pudukkottai,Yes
Tuticorin,Theni,TNSTC Non-AC Sleeper,TN-17-JX-8730,20:00,02:27,6h 27m,Non-AC Seater,558,26,44,4.7,-,Tuticorin,Yes
Nagercoil,Chennai,SETC Non-AC Seater,TN-58-MT-8944,17:45,02:59,9h 14m,AC Sleeper,344,39,40,4.2,-,Nagercoil,No
Coimbatore,Dindigul,TNSTC Non-AC Sleeper,TN-18-FR-2674,18:30,22:04,3h 34m,AC Sleeper,159,31,40,4.2,-,Coimbatore,Yes
Tirunelveli,Thanjavur,SETC Non-AC Seater,TN-65-AG-8933,23:30,09:43,10h 13m,AC Seater,731,28,40,4.3,-,Tirunelveli,No
Pudukkottai,Ramanathapuram,SRM Travels AC Seater,TN-39-ZY-5583,22:45,09:18,10h 33m,Non-AC Seater,648,28,30,4.9,Water Bottle,Pudukkottai,Yes
Kumbakonam,Coimbatore,TNSTC AC Sleeper,TN-73-HU-8001,21:45,02:49,5h 4m,Non-AC Sleeper,308,7,30,4.8,-,Kumbakonam,Yes
Kanyakumari,Nagercoil,TNSTC Non-AC Sleeper,TN-60-AF-8163,21:00,06:11,9h 11m,AC Sleeper,401,20,40,4.4,-,Kanyakumari,Yes
Kumbakonam,Tirunelveli,TNSTC Non-AC Seater,TN-16-RT-3675,21:00,00:37,3h 37m,Non-AC Seater,229,39,50,3.5,-,Kumbakonam,No
Coimbatore,Hosur,SRS Travels Non-AC Sleeper,TN-86-BF-9151,19:00,22:26,3h 26m,AC Seater,1062,12,40,4.3,Blanket,Coimbatore,Yes
Tirunelveli,Kanyakumari,SRS Travels Non-AC Sleeper,TN-17-KQ-8532,23:30,05:56,6h 26m,AC Sleeper,733,9,30,4.0,Charging Port,Tirunelveli,No
Nagercoil,Tuticorin,SETC Non-AC Sleeper,TN-79-XJ-5091,22:15,10:05,11h 50m,AC Sleeper,297,26,30,4.1,-,Nagercoil,No
Tirunelveli,Thanjavur,Parveen Travels AC Sleeper,TN-73-AQ-6699,23:00,07:54,8h 54m,Non-AC Seater,1428,16,30,3.8,Water Bottle,Tirunelveli,Yes
Kumbakonam,Kanyakumari,Parveen Travels AC Sleeper,TN-01-UW-3451,18:45,04:35,9h 50m,Non-AC Seater,1076,35,40,4.7,Water Bottle,Kumbakonam,Yes
Kumbakonam,Nagercoil,ABT Travels Non-AC Sleeper,TN-62-NL-1896,18:00,03:30,9h 30m,Non-AC Seater,1053,6,50,3.5,Water Bottle,Kumbakonam,Yes
